Date,Price,MA20,MA60,MA120
20221125,2703.666,2609.59,2536.2,2593.79
20221128,2668.436,2615.63,2537.39,2594.81
20221129,2663.247,2621.47,2538.7,2595.96
20221130,2720.889,2632.53,2540.48,2597.33
20221201,2741.077,2646.19,2542.22,2599.41
20221202,2733.031,2657.48,2543.06,2601.47
20221205,2696.296,2665.61,2542.68,2603.15
20221206,2662.07,2670.97,2543.39,2604.14
20221207,2654.343,2678.2,2544,2605.12
20221208,2670.271,2679.88,2545.3,2606.13
20221209,2662.858,2679.32,2546.86,2606.49
20221212,2683.558,2680.8,2548.58,2606.99
20221213,2715.49,2682.67,2551.27,2608.09
20221214,2705.315,2685.05,2554.42,2609.18
20221215,2636.915,2684.78,2556.88,2609.93
20221216,2606.01,2682.14,2559.67,2610.32
20221219,2585.891,2679.41,2562.63,2610.47
20221220,2592.86,2675.28,2565.78,2610.79
20221221,2626.917,2671.76,2568.91,2611.34
20221222,2595.247,2666.22,2572.14,2611.28
20221223,2605.186,2661.3,2575.92,2611.29
20221226,2605.478,2658.15,2578.84,2611.57
20221227,2600.943,2655.03,2580.33,2611.96
20221228,2575.156,2647.75,2581.58,2612.21
20221229,2611.979,2641.29,2583.81,2612.97
20221230,2602.685,2634.77,2586.89,2613.26
20230102,2607.249,2630.32,2590.42,2613.59
20230103,2600.907,2627.26,2594.16,2613.36
20230104,2624.351,2625.76,2598.44,2613.2
20230105,2594.685,2621.98,2601.49,2612.62
20230106,2649.761,2621.33,2606.04,2612.61
20230109,2663.172,2620.31,2609.9,2612.71
20230110,2671.204,2618.1,2613.45,2613.1
20230111,2700.755,2617.87,2617.81,2613.31
20230112,2720.093,2622.03,2622.66,2613.4
20230113,2735.724,2628.51,2627.21,2613.31
20230116,2735.883,2636.01,2631.26,2613.2
20230117,2736.452,2643.19,2634.58,2613.27
20230118,2713.537,2647.52,2637.54,2612.92
20230119,2685.317,2652.03,2640.24,2612.28
20230120,2725.396,2658.04,2642.97,2612.06
20230123,2754.961,2665.51,2646.43,2612.03
20230124,2755.961,2673.26,2649.92,2612.13
20230125,2756.733,2682.34,2654.2,2611.74
20230126,2777.619,2690.62,2659.37,2611.54
20230127,2785.84,2699.78,2664.01,2611.13
20230130,2759.316,2707.38,2667.77,2610.44
20230131,2784.995,2716.59,2671.61,2609.94
20230201,2809.936,2725.87,2676.61,2609.84
20230202,2847.823,2738.52,2680.13,2610.01
20230203,2820.735,2747.07,2682.57,2610.29
20230206,2793.586,2753.59,2684.9,2610.77
20230207,2820.491,2761.06,2687.27,2611.52
20230208,2801.957,2766.12,2689.68,2612.07
20230209,2790.531,2769.64,2692.15,2612.25
20230210,2783.912,2772.05,2694.23,2613
20230213,2810.036,2775.76,2697.06,2614.17
20230214,2812.532,2779.56,2699.34,2615.57
20230215,2815.454,2784.66,2701.31,2617.14
20230216,2790.628,2789.92,2702.72,2618.64
20230217,2779.877,2792.65,2703.99,2620.09
20230220,2783.257,2794.06,2705.91,2621.65
20230221,2740.378,2793.28,2707.19,2622.94
20230222,2730.88,2791.99,2707.36,2623.92
20230223,2737.414,2789.98,2707.3,2624.76
20230224,2706.905,2786.03,2706.86,2624.96
20230227,2721.63,2784.15,2707.28,2624.98
20230228,2714.571,2780.63,2708.16,2625.78
20230301,2706.786,2775.47,2709.03,2626.52
20230302,2719.684,2769.06,2709.86,2627.58
20230303,2757.97,2765.92,2711.44,2629.15
20230306,2764.641,2764.48,2712.79,2630.69
20230307,2724.804,2759.69,2712.95,2632.11
20230308,2725.232,2755.86,2713.28,2633.85
20230309,2691.168,2750.89,2714.18,2635.53
20230310,2657.408,2744.56,2715.04,2637.35
20230313,2643.642,2736.24,2716,2639.31
20230314,2674.361,2729.33,2717.36,2641.57
20230315,2638.463,2720.48,2717.55,2643.23
20230316,2677.988,2714.85,2718.93,2645.54
20230317,2656.192,2708.67,2719.78,2647.85
20230320,2678.291,2703.42,2721,2649.92
20230321,2711.839,2701.99,2722.85,2651.59
20230322,2686.134,2699.76,2724.7,2653.14
20230323,2696.854,2697.73,2726.11,2654.96
20230324,2692.549,2697.01,2727.61,2657.25
20230327,2702.416,2696.05,2729.19,2659.81
20230328,2704.762,2695.56,2730.92,2662.54
20230329,2739.419,2697.19,2732.84,2665.64
20230330,2759.705,2699.19,2735.59,2668.54
20230331,2791.438,2700.87,2737.95,2672
20230403,2803.625,2702.81,2740.29,2675.1
20230404,2796.779,2706.41,2742.39,2677.92
20230405,2784.048,2709.35,2743.78,2680.79
20230406,2790.1,2714.3,2744.94,2683.8
20230407,2790.38,2720.95,2745.85,2686.53
20230410,2786.202,2728.08,2746.69,2688.98
20230411,2797.073,2734.21,2747.7,2691.14
20230412,2795.48,2742.06,2749.07,2693.3
20230413,2829.197,2749.62,2751.47,2695.85
20230417,2827.238,2758.18,2753.16,2698.07
20230418,2835.889,2766.06,2754.51,2700.47
20230419,2833.39,2772.13,2755.8,2702.86
20230420,2822.536,2778.95,2756.9,2705.55
20230421,2823.074,2785.27,2757.66,2708.51
20230424,2826.854,2791.98,2758.34,2711.18
20230425,2789.542,2796.34,2758.84,2713.31
20230426,2779.711,2800.08,2758.76,2715.18
20230427,2815.768,2803.9,2758.85,2717.73
20230428,2835.928,2807.71,2758.66,2719.39
20230501,2833.595,2809.82,2758.87,2720.72
20230502,2803.068,2809.79,2759.03,2721.97
20230503,2796.309,2809.77,2758.62,2722.95
20230504,2779.26,2809.53,2758.25,2723.96
20230505,2821.99,2811.12,2758.77,2725.46
20230508,2827.379,2812.97,2759.5,2726.86
20230509,2815.288,2814.43,2759.58,2728.32
20230510,2822.601,2815.7,2759.75,2729.55
20230511,2814.857,2816.67,2759.74,2730.53
20230512,2809.35,2815.68,2760.05,2731.39
20230515,2819.469,2815.29,2760.71,2732.35
20230516,2802.389,2813.62,2761.03,2733.47
20230517,2820.922,2812.99,2762.37,2734.78
20230518,2840.122,2813.87,2764.19,2735.78
20230519,2842.761,2814.86,2765.95,2736.62
20230522,2845.707,2815.8,2768.26,2737.56
20230523,2816.847,2817.17,2769.85,2738.57
20230524,2788.817,2817.62,2771.09,2739.62
20230525,2796.862,2816.68,2772.59,2740.81
20230526,2827.932,2816.28,2774.39,2742.13
20230529,2830.425,2816.12,2775.6,2743.52
20230530,2825.595,2817.24,2776.62,2744.71
20230531,2800.557,2817.46,2777.88,2745.41
20230601,2831.657,2820.08,2779.65,2746.47
20230602,2873.365,2822.65,2782.69,2748.44
20230605,2870.272,2824.79,2786.24,2750.64
20230606,2877.966,2827.92,2790.14,2753.07
20230607,2866.586,2830.12,2793.35,2755.35
20230608,2882.132,2833.49,2797.41,2757.48
20230609,2885.631,2837.3,2800.87,2759.9
20230612,2906.014,2841.63,2805.03,2762.41
20230613,2929.681,2847.99,2809.22,2765.11
20230614,2939.591,2853.93,2813.02,2767.93
20230615,2966.434,2860.24,2817.69,2771.19
20230616,2962.336,2866.22,2822.11,2774.11
20230619,2955.115,2871.69,2826.49,2777.05
20230620,2939.538,2877.83,2830.44,2779.82
20230621,2927.721,2884.77,2834.16,2782.54
20230622,2930.366,2891.45,2837.34,2785.09
20230623,2902.337,2895.17,2839.72,2787.66
20230627,2921.193,2899.7,2841.88,2789.92
20230628,2924.92,2904.67,2843.9,2792.1
20230629,2933.864,2911.34,2846.19,2794.29
20230630,2966.724,2918.09,2849.23,2796.5
20230703,2972.03,2923.02,2852.26,2798.6
20230704,2971.696,2928.09,2855.29,2800.57
20230705,2960.757,2932.23,2858.2,2802.44
20230706,2924.552,2935.13,2860.32,2804.01
20230707,2924.192,2937.23,2862.46,2805.77
20230711,2953.122,2940.61,2864.53,2808
20230712,2987.19,2944.67,2867.2,2810.18
20230713,3019.71,2949.17,2870.26,2812.39
20230714,3017.936,2953.09,2873.34,2814.57
20230717,3021.964,2955.86,2876.66,2816.78
20230719,3047.986,2960.15,2880.41,2819.03
20230720,3029.696,2963.87,2883.79,2821.06
20230721,3028.709,2968.33,2887.77,2823.31
20230724,3037.436,2973.82,2892.07,2825.41
20230725,3045.389,2979.57,2895.9,2827.38
20230726,3044.704,2986.69,2899.38,2829.02
20230727,3034.413,2992.35,2902.72,2830.8
20230728,3057.838,2999,2906.97,2833
20230731,3064.297,3005.52,2911.44,2835.03
20230801,3048.596,3009.61,2915.93,2837.09
20230802,3000.535,3011.04,2918.9,2838.84
20230803,2990.133,3011.96,2921.61,2840.55
20230804,2986.544,3013.25,2924.47,2842.03
20230807,3003.767,3017.21,2927.49,2843.62
20230808,2988.097,3020.4,2930.37,2845.06
20230809,2976.314,3021.56,2933.16,2846.61
20230810,2984.811,3021.44,2935.91,2848.31
20230811,2972.734,3019.09,2938.75,2849.89
20230814,2976.857,3017.04,2941.35,2851.86
20230815,2948.222,3013.35,2943.15,2853.67
20230816,2925.633,3007.24,2944.53,2855.24
20230817,2901.839,3000.84,2945.47,2856.87
20230818,2897.504,2994.28,2946.81,2858.33
20230821,2910.522,2987.94,2948.84,2859.97
20230822,2909.186,2981.13,2950.71,2861.65
20230823,2937.696,2975.78,2952.54,2863.47
20230824,2906.254,2969.37,2953.81,2864.7
20230825,2911.988,2962.08,2955.25,2865.93
20230828,2935.707,2955.65,2957.5,2867.69
20230829,2975.501,2951.99,2959.9,2869.78
20230830,2991.523,2951.54,2961.87,2872.28
20230901,2989.505,2951.51,2963.85,2875.05
20230904,2990.17,2951.69,2965.72,2877.93
20230905,2973.454,2950.18,2967.51,2880.43
20230906,2955.815,2948.56,2968.73,2883.07
20230907,2947.113,2947.1,2969.76,2885.31
20230908,2948.807,2945.3,2970.47,2887.75
20230911,2969.45,2945.14,2971.13,2890.18
20230912,2955.869,2944.09,2971.41,2892.21
20230913,2956.842,2944.52,2971.25,2894.47
20230914,2982.685,2947.37,2971.58,2896.85
20230915,2960.976,2950.33,2971.68,2899.09
20230919,2951.171,2953.01,2971.88,2901.16
20230920,2936.358,2954.3,2972.02,2903.09
20230921,2886.071,2953.15,2971.28,2904.31
20230922,2879.849,2950.26,2970.91,2905.31
20230925,2879.786,2948.93,2970.22,2906.05
20230926,2844.832,2945.57,2968.88,2906.39
20230927,2840.816,2940.83,2967.33,2906.76
20230928,2855.877,2934.85,2965.48,2907.36
20230929,2853.235,2927.93,2963.5,2907.88
20231002,2838.776,2920.4,2961.29,2908.29
20231003,2799.636,2910.87,2958.6,2908.4
20231004,2810.861,2902.74,2956.71,2908.51
20231005,2816.432,2895.77,2954.91,2908.69
20231006,2845.228,2890.68,2953.11,2908.82
20231009,2858.705,2886.17,2950.97,2909.08
20231010,2887.895,2882.1,2948.78,2909.52
20231011,2899.504,2879.28,2946.8,2910.07
20231012,2884.059,2875.64,2944.5,2910.58
20231013,2862.144,2869.61,2941.41,2910.91
20231016,2885.348,2865.83,2939,2911.39
20231017,2888.619,2862.7,2936.67,2912.22
20231018,2851.886,2858.48,2933.57,2912.82
20231019,2824.449,2855.4,2929.89,2912.89
20231023,2786.748,2850.74,2925.59,2912.48
20231024,2801.964,2846.85,2921.72,2912.22
20231025,2772.108,2843.21,2916.96,2911.96
20231026,2740.964,2838.22,2911.57,2911.5
20231027,2731.992,2832.03,2906.29,2911.11
20231030,2757.589,2827.25,2902.24,2910.57
20231031,2768.621,2823.74,2898.55,2910.08
20231101,2797.491,2823.63,2895.4,2909.93
20231102,2852.553,2825.71,2892.88,2910.18
20231103,2883.801,2829.08,2891.14,2910.76
20231106,2889.437,2831.29,2889.69,2911.42
20231107,2887.393,2832.73,2888.07,2911.99
20231108,2888.41,2832.75,2886.66,2912.71
20231109,2878.977,2831.73,2885.03,2913.19
20231113,2904.642,2832.76,2884.3,2913.73
20231114,2963.356,2837.82,2884.93,2914.73
20231115,2975.191,2842.31,2886.16,2915.81
20231116,2973.003,2846.53,2887.41,2917.11
20231121,2999.868,2853.93,2888.9,2918.87
20231122,3004.758,2862.94,2890.5,2920.61
20231123,3008.742,2874.04,2891.68,2922.11
20231124,3015.19,2884.7,2893.5,2923.65
20231127,3007.992,2896.5,2895.1,2925.17
20231128,3012.568,2910.08,2896.38,2926.94
20231129,3013.93,2924.18,2897.02,2928.46
20231201,3040.696,2938.33,2897.84,2929.85
20231204,3026.586,2951.23,2898.45,2931.15
20231205,3023.222,2962.52,2899.01,2932.36
20231206,3020.982,2970.94,2899.8,2933.65
20231207,3037.45,2978.62,2901.16,2934.95
20231208,3047.214,2986.51,2902.83,2936.29
20231211,3056.417,2994.96,2904.62,2937.55
20231212,3067.443,3003.91,2906.25,2938.69
20231213,3101.079,3015.02,2908.67,2940.04
20231214,3128.893,3026.23,2911.54,2941.39
20231215,3126.138,3034.37,2913.93,2942.76
20231218,3131.349,3042.18,2916.77,2944.23
20231219,3153.345,3051.19,2920.14,2946.01
20231220,3121.79,3057.29,2923.23,2947.63
20231221,3145.089,3064.31,2927.55,2949.42
20231222,3152.258,3071.48,2932.09,2951.5
20231225,3152.493,3078.35,2936.63,2953.43
20231226,3162.651,3086.08,2941.93,2955.41
20231227,3175.652,3094.23,2947.51,2957.42
20231228,3178.048,3102.44,2952.88,2959.18
20231229,3169.18,3108.86,2958.15,2960.83
20240101,3169.253,3116,2963.65,2962.47
20240102,3145.419,3122.11,2969.42,2964.01
20240103,3115.682,3126.84,2974.5,2965.6
20240104,3114.121,3130.68,2979.46,2967.19
20240105,3120.549,3134.34,2984.05,2968.58
20240108,3153.617,3139.2,2988.96,2969.97
20240109,3146.968,3143.18,2993.28,2971.03
20240110,3161.498,3146.2,2997.65,2972.22
20240111,3157.324,3147.62,3002.2,2973.35
20240112,3168.307,3149.73,3007.31,2974.36
20240115,3165.14,3151.42,3011.97,2975.48
20240116,3146.043,3151.05,3016.26,2976.46
20240117,3120.436,3150.99,3020.73,2977.15
20240118,3143.201,3150.89,3026.05,2977.97
20240119,3175.362,3152.05,3032.52,2979.06
20240122,3189.097,3153.88,3038.98,2980.35
20240123,3190.904,3155.29,3045.96,2981.46
20240124,3203.552,3156.69,3053.67,2982.62
20240125,3212.324,3158.4,3061.67,2983.98
20240126,3216.234,3160.75,3069.32,2985.78
20240129,3236.323,3164.11,3077.11,2987.83
20240130,3236.762,3168.67,3084.43,2989.91
20240131,3205.317,3173.15,3090.31,2991.59
20240201,3226.797,3178.79,3096.03,2993.58
20240202,3247.642,3185.14,3102,2995.84
20240205,3233.531,3189.14,3107.77,2997.92
20240206,3244.513,3194.02,3113.7,3000.18
20240207,3265.066,3199.19,3120.14,3002.58
20240208,3266.139,3204.63,3126.16,3005.23
20240212,3281.008,3210.27,3131.46,3008.19
20240213,3240.26,3214.03,3135.87,3011.01
20240214,3265.665,3220.01,3140.75,3014.08
20240215,3289.742,3228.47,3145.58,3017.24
20240216,3285.119,3235.57,3150.26,3020.38
20240219,3286.861,3241.14,3154.89,3023.29
20240220,3274.333,3245.4,3159.21,3026.35
20240221,3272.19,3249.47,3163.61,3029.35
20240222,3329.859,3255.78,3168.9,3032.64
20240223,3334.043,3261.87,3174.24,3035.63
20240226,3325.785,3267.35,3178.99,3038.41
20240227,3331.881,3272.13,3184.08,3041.27
20240228,3322.642,3276.42,3189.07,3044.04
20240229,3337.204,3283.01,3194.34,3047.07
20240301,3364.044,3289.88,3199.78,3050.47
20240304,3362.276,3295.61,3205.03,3053.93
20240305,3337.197,3300.79,3209.71,3057.17
20240306,3357.029,3306.42,3214.54,3060.4
20240307,3391.255,3312.73,3219.37,3064.02
20240308,3380.138,3318.43,3223.56,3067.55
20240311,3367.077,3322.73,3227.58,3070.75
20240312,3397.253,3330.58,3232.01,3074.39
20240313,3396.185,3337.11,3236.06,3078.1
20240314,3382.48,3341.74,3240.4,3081.82
20240315,3363.034,3345.64,3244.03,3085.79
20240318,3380.666,3350.33,3247.84,3089.96
20240319,3393.368,3356.28,3251.85,3094.24
20240320,3414.886,3363.42,3256.06,3098.99
20240321,3434.691,3368.66,3260.38,3103.94
20240322,3428.123,3373.36,3264.54,3108.71
20240325,3420.177,3378.08,3268.73,3113.44
20240326,3414.287,3382.2,3272.81,3118.23
20240327,3436.982,3387.92,3277.67,3123.54
20240328,3436.781,3392.9,3283.02,3128.76
20240329,3437.76,3396.58,3288.42,3133.94
20240401,3424.731,3399.71,3293.49,3138.77
20240402,3403.4,3403.02,3297.65,3143.31
20240403,3409.618,3405.64,3302.03,3147.65
20240404,3386.308,3405.4,3305.77,3151.71
20240405,3402.357,3406.51,3309.86,3156.03
20240409,3412.091,3408.76,3313.92,3160.61
20240410,3379.725,3407.88,3317.5,3164.73
20240411,3391.011,3407.62,3321.58,3168.92
20240415,3317.678,3404.38,3324.87,3172.8
20240416,3297.138,3401.09,3327.43,3176.74
20240417,3281.114,3396.11,3329.19,3180.86
20240418,3280.101,3390.45,3330.71,3184.84
20240419,3255.621,3382.48,3331.79,3188.87
20240422,3282.091,3374.85,3333.1,3193.38
20240423,3322.537,3369.58,3334.94,3198.3
20240424,3323.288,3364.73,3336.72,3203.02
20240425,3306.678,3359.35,3337.89,3207.5
20240426,3335.077,3354.26,3339.53,3211.98
20240429,3347.041,3349.77,3341.89,3216.1
20240430,3305.296,3343.15,3343.2,3219.61
20240501,3294.005,3336.61,3343.97,3222.99
20240502,3321.81,3332.53,3345.45,3226.61
20240503,3361.413,3330.12,3347.39,3230.55
20240506,3391.132,3330.36,3349.49,3234.82
20240507,3401.767,3330.33,3351.76,3238.96
20240508,3395.637,3329.51,3353.67,3242.56
20240509,3411.11,3331.08,3356.51,3246.19
20240510,3419.923,3332.52,3359.08,3249.92
20240515,3472.264,3340.25,3362.13,3253.85
20240516,3468.712,3348.83,3365.19,3257.72
20240517,3472.519,3358.4,3368.28,3261.59
20240520,3477.066,3368.25,3371.66,3265.43
20240521,3479.841,3379.46,3375.12,3269.37
20240522,3465.553,3388.63,3377.38,3273.14
20240523,3446.425,3394.83,3379.25,3276.75
20240524,3462.133,3401.77,3381.53,3280.26
20240527,3468.131,3409.84,3383.8,3283.94
20240528,3464.613,3416.32,3386.16,3287.62
20240529,3430.005,3420.47,3387.71,3291.02
20240530,3420.32,3426.22,3388.65,3294.21
20240531,3445.172,3433.78,3390.03,3297.53
20240603,3453.441,3440.36,3391.97,3300.84
20240604,3453.709,3444.97,3393.58,3304.06
20240605,3483.397,3449.59,3395.11,3307.24
20240606,3489.894,3453.99,3396.94,3310.25
20240607,3478.7,3458.15,3398.8,3313.19
20240610,3482.224,3461.7,3400.22,3316.11
20240611,3479.942,3464.7,3401.62,3318.84
20240612,3516.299,3466.9,3403.85,3322.12
20240613,3504.475,3468.69,3406.2,3325.12
20240614,3492.053,3469.67,3408.06,3327.95
20240617,3508.248,3471.23,3409.98,3330.91
20240618,3522.68,3473.37,3411.77,3333.91
20240619,3523.663,3476.28,3413.25,3336.82
20240620,3519.68,3479.94,3414.78,3339.66
20240621,3507.808,3482.22,3416.24,3342.48
20240624,3508.947,3484.26,3417.82,3345.31
20240625,3520.731,3487.07,3419.21,3348.44
20240626,3520.208,3491.58,3420.61,3351.81
20240627,3521.9,3496.66,3422.01,3355.21
20240628,3511.782,3499.99,3423.46,3358.47
20240701,3519.949,3503.31,3425.4,3361.52
20240702,3537.507,3507.5,3427.53,3364.78
20240703,3562.227,3511.45,3430.46,3368.12
20240704,3569.361,3515.42,3433.25,3371.55
20240705,3580.903,3520.53,3436.06,3374.99
20240708,3582.696,3525.55,3439.44,3378.47
20240709,3579.329,3530.52,3442.58,3382.08
20240711,3606.149,3535.01,3447.39,3386.13
20240712,3627.516,3541.17,3452.9,3390.16
20240715,3629.577,3548.04,3458.7,3393.95
20240716,3642.951,3554.78,3464.75,3397.73
20240717,3607.736,3559.03,3470.62,3401.21
20240718,3579.836,3561.84,3475.58,3404.34
20240719,3553.764,3563.54,3479.44,3407.19
20240722,3584.664,3567.39,3483.79,3410.26
20240723,3580.865,3570.98,3488.36,3413.13
20240724,3515.968,3570.74,3491.38,3415.45
20240725,3490.817,3569.27,3493.77,3417.83
20240726,3524.08,3569.38,3497.42,3420.31
20240729,3526.514,3570.12,3501.3,3422.63
20240730,3514.37,3569.84,3504.5,3424.98
20240731,3571.575,3571.54,3508.01,3427.7
20240801,3518.005,3569.33,3510.12,3429.81
20240802,3448.8,3563.31,3510.91,3431.33
20240805,3342.729,3551.4,3510.02,3431.84
20240806,3380.908,3541.31,3509.52,3433.02
20240807,3372.32,3530.96,3508.73,3433.91
20240808,3427.784,3522.04,3507.99,3435.06
20240809,3447.746,3513.05,3507.64,3436.41
20240812,3446.331,3503.89,3507.2,3437.74
20240813,3501.908,3496.84,3507.61,3439.64
20240814,3522.415,3492.57,3508.32,3441.72
20240815,3568.103,3491.98,3510.03,3443.71
20240816,3584.193,3493.5,3512.33,3445.79
20240819,3618.408,3495.19,3514.93,3448.23
20240820,3615.767,3496.94,3517.39,3450.6
20240821,3630.661,3502.67,3520.16,3453.16
20240822,3607.634,3508.51,3523.12,3455.42
20240823,3649.558,3514.79,3526.94,3457.8
20240826,3641.806,3520.55,3530.22,3460.13
20240827,3647.297,3527.2,3533.45,3462.71
20240828,3631.195,3530.18,3536.41,3464.99
20240829,3632.155,3535.89,3538.89,3467
20240830,3661.241,3546.51,3541.74,3469.34
20240902,3659.436,3562.34,3544.76,3471.78
20240903,3595.44,3573.07,3546.64,3473.43
20240904,3580.058,3583.46,3548.31,3474.96
20240905,3567.494,3590.44,3549.17,3476.51
20240906,3518.583,3593.98,3549.4,3477.8
20240909,3546.401,3598.99,3550.31,3479.18
20240910,3552.028,3601.49,3551.04,3480.51
20240911,3578.649,3604.31,3551.97,3481.87
20240912,3611.299,3606.47,3553.43,3483.34
20240913,3634.856,3609,3555.35,3485.06
20240916,3640.732,3610.11,3557.56,3486.9
20240917,3640.502,3611.35,3559.76,3488.79
20240918,3629.692,3611.3,3561.57,3490.39
20240919,3689.521,3615.4,3564.39,3492.5
20240920,3676.837,3616.76,3566.98,3494.49
20240923,3688.334,3619.09,3569.92,3496.69
20240924,3702.331,3621.84,3572.96,3499.18
20240925,3695.891,3625.07,3575.6,3501.57
20240926,3720.508,3629.49,3578.24,3504.35
20240927,3726.795,3632.77,3580.86,3507.05
20240930,3723.032,3635.95,3583.23,3509.65
20241001,3693.496,3640.85,3585.08,3512.26
20241002,3685.924,3646.15,3586.85,3514.72
20241003,3675.885,3651.56,3588.02,3517.7
20241004,3698.412,3660.56,3589.2,3521.05
20241007,3678.749,3667.17,3590.02,3524.36
20241008,3694.302,3674.29,3590.87,3527.81
20241009,3716.171,3681.16,3592.68,3531.65
20241010,3710.71,3686.13,3594.86,3535.22
20241011,3731.928,3690.99,3597.83,3538.63
20241014,3753.486,3696.63,3600.64,3542.22
20241015,3728.398,3701.02,3603.1,3545.73
20241016,3735.292,3706.3,3606.76,3549.07
20241017,3737.867,3708.72,3610.88,3552.32
20241018,3753.041,3712.53,3614.69,3556.06
20241021,3740.268,3715.12,3618.25,3559.77
20241022,3731.325,3716.57,3621.87,3563.19
20241023,3697.599,3716.66,3623.97,3565.99
20241024,3707.182,3715.99,3627.12,3568.62
20241025,3705.81,3714.94,3631.41,3571.16
20241028,3716.609,3714.62,3637.64,3573.83
20241029,3717.86,3715.84,3643.25,3576.39
20241030,3706.285,3716.86,3648.82,3578.77
20241031,3647.137,3715.42,3652.48,3580.23
20241101,3660.032,3713.5,3656.01,3581.83
20241104,3656.143,3712.37,3659.51,3583.36
20241105,3692.957,3712.31,3662.7,3585.15
20241106,3752.149,3714.1,3666.52,3587.42
20241107,3787.268,3717.93,3670.18,3590.11
20241108,3791.228,3720.9,3673.63,3592.98
20241111,3795.298,3722.99,3676.58,3595.75
20241112,3773.232,3725.23,3679.2,3598.3
20241113,3767.055,3726.82,3681.47,3600.82
20241114,3752.697,3727.56,3683.89,3603.51
20241115,3710.501,3725.43,3684.91,3605.92
20241118,3723.358,3724.59,3686.27,3608.24
20241119,3738.952,3724.97,3687.79,3610.62
20241120,3732.767,3726.73,3689.49,3612.95
20241121,3753.51,3729.04,3691.51,3615.2
20241122,3765.965,3732.05,3693.25,3617.5
20241125,3781.788,3735.31,3695.29,3620.03
20241127,3786.042,3738.72,3698.47,3622.56
20241128,3789.279,3742.87,3701.96,3625.13
20241129,3810.141,3751.02,3706,3627.58
20241202,3817.72,3758.9,3710.99,3630.19
20241203,3830.115,3767.6,3715.72,3633.01
20241204,3849.718,3775.44,3720.68,3635.86
20241205,3848.481,3780.26,3725.17,3638.57
20241206,3855.068,3783.65,3729.24,3641.33
20241209,3837.627,3785.97,3732.62,3643.98
20241210,3816.757,3787.04,3735.55,3646.56
20241211,3842.385,3790.5,3738.92,3649.34
20241213,3817.237,3793.01,3742.04,3651.81
20241216,3826.994,3796.72,3744.33,3654.36
20241217,3812.072,3801.8,3746.59,3656.78
20241218,3720.409,3801.65,3747.12,3658.52
20241219,3696.054,3799.51,3747.02,3659.99
20241220,3723.222,3799.03,3747.47,3661.54
20241223,3745.128,3798.61,3747.88,3663.06
20241224,3777.892,3799.21,3748.73,3664.8
20241225,3778.529,3799.04,3749.66,3666.44
20241226,3778.695,3798.68,3751.08,3668.08
20241227,3755.355,3796.98,3752.24,3669.54
20241230,3718.939,3792.42,3752.95,3670.48
20241231,3707.837,3786.93,3753.11,3671.15
20250101,3707.876,3780.81,3753.6,3671.81
20250102,3702.679,3773.46,3753.74,3672.3
20250103,3737.501,3767.91,3754.09,3673.39
20250106,3763.146,3763.32,3754.96,3674.91
20250107,3733.549,3758.11,3754.99,3676.41
20250108,3732.2,3753.88,3754.64,3677.64
20250109,3732.14,3748.37,3754.7,3678.9
20250110,3678.224,3741.42,3753.75,3680.25
20250113,3674.915,3733.82,3752.7,3681.79
20250114,3682.461,3727.34,3751.52,3683.11
